PhraseId	SentenceId	Phrase	Sentiment
239	239	RT @arpiit: ITO signal is amazingly frustrating. Waiting for a green light for last 9 min towards Tilak Marg :( @TrafflineDEL	0
240	240	RT @DKMahant: Spent more than an hour but couldn't get inside Asaf Ali Road due to procession. @TrafflineDEL	0
241	241	"ALERT
Avoid Inter Sections Outer Circle Connaught Place, Sansad Marg, Ashoka Road, Patel Chowk due to Tazia Procession."	1
242	242	"Slow moving traffic on Nirman Vihar Metro Junction. #DelhiTraffic
Check live traffic updates @ http://t.co/1GguR5RpEB"	1
243	243	"Traffic congestion on Vikas marg near Preet Vihar on both sides. #DelhiTraffic
Check live traffic updates @ http://t.co/1GguR5RpEB"	0
244	244	"Traffic congestion on Outer Ring Road From Rohtak Road to Mahavir nagar on both sides. #DelhiTraffic
Check @ http://t.co/1GguR5RpEB"	0
245	245	"Moderate traffic on Najafgarh road on both sides. #Delhitraffic 
Check live traffic updates @ http://t.co/1GguR5RpEB"	1
246	246	"Slow moving traffic on Rohtak Road near Anad parbat on both sides. #Delhitraffic
Check live traffic updates @ http://t.co/1GguR5RpEB"	1
247	247	"Traffic congestion on Qutab road. #DelhiTraffic 
Check live traffic updates @ http://t.co/1GguR5RpEB"	1
248	248	"Traffic is heavy on Neta Ji Subhash Marg Darya Gang due to Tazia procession. #Delhi @ 14:29 Hrs
http://t.co/ckkBMW4cGi"	0
249	249	"Traffic Congestion near Mori Gate. #DelhiTraffic
Check live traffic updates @ http://t.co/1GguR5RpEB"	0
250	250	"Moderate traffic on Old iron bridge. #DelhiTraffic
Check live traffic updates @ http://t.co/1GguR5RpEB"	1
251	251	"Traffic congestion near Nutan Marathi School o both sides. #Delhitraffic
Check live traffic updates @ http://t.co/1GguR5RpEB"	0
252	252	RT @viveksonkhla: Oil. Tanker breakdown at southex flyover going towards. Aims @TrafflineDEL @dtptraffic	0
253	253	"RT @viveksonkhla: Oil Tanker breakdown at southex flyover going towards AIIMS.
http://t.co/ckkBMW4cGi"	0
254	254	RT @coraliabali: Look how dense the fog, make u can't see the India Gate. Safe driving OK. #Delhi #foggy http://t.co/ZGuJPcqhMw	1
255	255	RT @KheraVineet: Traffic crawling around shiv murti #nh8. Avoid using service lane after Radisson.  Its even worse there. @TrafflineDEL	0
256	256	"ALERT : NH8 jammed from Mahipalpur till Gurgaon Toll. Use M G Road to avoid the traffic.
http://t.co/ckkBMW4cGi http://t.co/b54sPBCLlZ"	0
257	257	RT @aastha_leo: @TrafflineDEL traffic on mahipalpur flyover NH8 due to bad accident. Avoid.	0
258	258	RT .@divkaushik: Dhaula Kuan at 8 am. Drive safe @dtptraffic @TrafflineDEL @TrafficDEL http://t.co/pO9Qc89833	2
259	259	"Morning #Delhi 
Smooth Flowing traffic on all major roads in Delhi. 
#winter #Traffline
Check live traffic updates @ http://t.co/1GguR5RpEB"	2
260	260	"Slow moving traffic on Ring Road near Mayapuri towards Sharda Puri. Delhi @ 22:00 Hrs
http://t.co/ckkBMW4cGi"	1
261	261	"Connaught Place and India Gate - traffic free at present. #Delhi @ 21:57 Hrs.
http://t.co/ckkBMW4cGi"	2
262	262	"Slow moving traffic on Outer Ring Road near Jahangirpuri. #Delhi @ 21:37 Hrs
http://t.co/ckkBMW4cGi"	1
263	263	"Moderate traffic at Ashram Chowk. #Delhi @ 21:36 Hrs.
http://t.co/ckkBMW4cGi"	1
264	264	"NH8 is a bliss today @ this time. #Delhi @ 20:43 Hrs
http://t.co/1GguR5RpEB"	2
265	265	"Slow moving Traffic on Ring Road after Dhaula Kuan towards Naraina. #Delhi @ 20:42 Hrs
http://t.co/ckkBMW4cGi"	1
266	266	RT @kapil_vashisht: DnD-Ashram-sirifort-IIT traffic free amazing #Relief @dtptraffic @TrafflineDEL	2
267	267	RT @FuglyEgo: Pavements are wonderful. Only if they are left for pedestrians to walk. @TrafflineDEL	2
268	268	RT @jb_returns: Plz avoid iffcco chowk.  very heavy traffic jam.. its been 50mins.. I am stuck at same place @TrafflineDEL @Traffline http:…	0
269	269	RT @shashanksaini: 4 signals and counting at Moti Bagh flyover towards RTR @TrafflineDEL signals running for very small time	1
270	270	RT @Sudhanshu1: @dtptraffic @WeAreNewDelhi Heavy traffic on Brig Hoshiar Singh Marg near SN market because if this accident. #fb http://t.c…	0
271	271	A DTC Bus has broken down at Swami Nagar bus stop, in the carriageway from I.I.T. towards Chirag Delhi, causing congestion.	0
272	272	RT @Bsatyaki: @TrafflineDEL - 25 mins and still haven't managed to cross RTR into ORR. Signal runs for 35-45secs.	0
273	273	"Moderate and slow moving traffic on NH 8 near Dhaula kuan on both sides. #DelhiTraffic

Check live traffic updates @ http://t.co/oM2RwqmYmL"	1
274	274	RT @Dak_Sriv: #NH8 #Traffic diverted towards iffco chowk.. NH8 closed from exit 6, opposite Iffco. @TrafflineDEL	2
275	275	RT @dtptraffic: Traffic is normal at Bhismapitamah Marg &amp; Lodhi Road.	2
276	276	Due to C.R.P.F Half Marathon Race traffic coming towards Lodhi rd will be restricted on 12th oct 2014 from 6.00hrs to 12.00hrs.#DelhiTraffic	1
277	277	RT @Saptarshi77: @TrafflineDEL @dtptraffic  Massive traffic jam in Vasundhara Enclave from Dharamshila Hospital to Sec 7 Noida	0
278	278	RT @Kaamaljoshi: Red Light at Sec51,Noida is a complete mess. If traffic police starts fine at this crossing, I am sure they will collect h…	0
279	279	RT @nairshashank: @dtptraffic why are traffic lights at all major intersections in Dwarka always down during peak hours @TrafflineDEL	0
280	280	RT @bharat_anand: @TrafflineDEL south ex to aiims a bus broken down on each flyover... Totally jammed	0
281	281	@AshwaniGmail M G Road seems clear after Chattarpur. Check http://t.co/7bcAJjp19K	2
282	282	"TRAFFIC!
DMRC work is going on Ring Road before Mayapuri Flyover and the road has been narrowed through barricading.
http://t.co/7bcAJjp19K"	1
283	283	RT @Nk461512: @dtptraffic moolchand underpas ke thik nichey orange bus ruki hai.traffic over hai ring road pe	1
284	284	@monicamor NH8 is smooth flowing today. Check http://t.co/7bcAJjp19K	2
285	285	Due to C.R.P.F Half Marathon Race traffic coming towards Lodhi rd will be restricted on 12th oct 2014 from 6.00hrs to 12.00hrs.#DelhiTraffic	1
286	286	RT @aarizrizvi: Those who are heading to the airport will miss their flight for sure @TrafflineDEL http://t.co/ba2sjustpv	0
287	287	"Slow &amp; Moderate traffic on Sardar Patel Marg on both sides. #DelhiTraffic 
Check live traffic updates @ http://t.co/1GguR5zOwx"	1
288	288	RT @sangmitrasawant: @TrafflineDEL jam at moolchand underpass toward south ex!	1
289	289	RT @dtptraffic: In the peak hours, Traffic will remain heavy in the carriageway from Narayana towards Rajouri Garden because DMRC... http:/…	0
290	290	"Traffic congestion on Mualna Mohammad Ali Jauhar Marg on both sides.#DelhiTraffic 
Check live traffic updates @ http://t.co/1GguR5zOwx"	0
291	291	"@MystiqueWanderr DND is clear at this moment. Slow moving traffic near Ashram on all roads .
Check @ http://t.co/1GguR5zOwx"	2
292	292	RT @sandeepmoonka: #Gurgaon major traffic jams across. @TrafflineDEL	0
293	293	RT @dtptraffic: Traffic is heavy in the carriageway running from Gurgaon towards Dhaula Kuan.	0
294	294	RT @dtptraffic: Traffic is heavy in the carriageway running from RTR towards Vasant Vihar.	0
295	295	RT @mdipankar79: @TrafflineDEL avoid GK1 Main market Street at any cost at this time... Complete gridlock and people are driving like looni…	0
296	296	"ALERT
A DTC bus has broken down at Raj Nagar Flyover in the carriageway running from AIIMS towards Dhaula Kuan, causing congestion."	0
297	297	"Slow moving traffic on Nh8 near Dhaula kuan on both sides.#Delhitraffic 
Check live traffic updates @ http://t.co/1GguR5zOwx"	1
298	298	"Traffic congestion on Mathura road near Ashram on both sides.#Delhitraffic 
Check live traffic updates @ http://t.co/1GguR5zOwx"	1
299	299	RT @tweets_manish: All markets jam packed. #karvachauth rush it is. Took 15minutes to cross alakhnanda @DelhiTrafficPol @TrafflineDEL	0
300	300	RT @Superneha83: Gurgaon to T3 completely jammed. If I had a flight to catch I'm pretty sure I would've missed it. @TrafflineDEL	0
301	301	RT @dyoungbigmouth: Super massive jam from Noida to ashram on DND @TrafflineDEL	0
302	302	RT @Sidpraz: Huge traffic in dnd toll towards Noida @TrafflineDEL	0
303	303	RT @Me_my_tweets: If you are coming from dwarka towards mahipalpur, traffic is slow moving near shiv murti at 8.40 A.M. @TrafflineDEL	1
304	304	RT @dtptraffic: Raj path &amp; Rafi Marg has been closed . Raj path is open for pedestrian with barricading.	2
305	305	RT @saumya_khare: @TrafflineDEL heavy traffic between qutub minar and green park.	0
